v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount mother law woman hitler eleven plu two twelv plu one amaz,,,
ham,aiya discuss later lar pick ì_ NUMBER,,,
ham,hey happi birthday,,,
ham,sorri miss call pleas call back,,,
ham,omg one thing anoth cat worm bad day end,,,
ham,good morn im suffer fever dysentri abl come offic today,,,
ham,wont anyth de,,,
ham,type stuff sing,,,
ham,st andr virgil cream,,,
ham,check room befor activ,,,
ham,fri ah oki lor goin NUMBER drivin den go shoppin tt,,,
ham,gokila talk aha,,,
ham,hi shanil rakhesh thank exchang uncut diamond stuff leav back excel servic dino prem,,,
ham,k k month kote birthday know,,,
ham,realli realli broke oh amount small even lt gt,,,
ham,sorri mate phone didnt write love kate,,,
spam,themob hit link get premium pink panther game new NUMBER sugabab crazi zebra anim badass hoodi wallpap NUMBER free,,,
ham,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,,,
ham,aight call close,,,
ham,nope that fine might nap tho,,,
spam,msg mobil content order resent previou attempt fail due network error queri customersqueriesemailadressnetvis uk com,,,
ham,news hassl get weed week andr money haughaighgtujhyguj,,,
ham,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid NUMBER aproach gal dt time truck speed toward gal wn NUMBER hit girl boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili 2gthr drink boost evrydi moral stori hv free msg gud ni8,,,
ham,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac that prob,,,
ham,ding ya break fassyol blacko londn,,,
ham,realli need NUMBER kiss u miss u babi ur babi 4eva,,,
ham,sign matur start say big thing actual start understand small thing nice even bslvyl,,,
ham,oh got mani respons,,,
spam,NUMBER new messag pleas call NUMBER,,,
ham,reach sch alreadi,,,
spam,decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat vco free NUMBER,,,
ham,u definit need modul e human di sem izzit u wan NUMBER take modul 1st,,,
ham,argh fuck nobodi town _,,,
spam,get NUMBER lion england tone repli lionm NUMBER mono lionp NUMBER poli NUMBER go NUMBER url rington co uk origin n best tone 3gbp network oper rate appli,,,
ham,thank fill complet calm reassur,,,
ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,,,
ham,drive train,,,
ham,lol real told dad cancer,,,
spam,privat NUMBER account statement NUMBER,,,
ham,oop lt gt,,,
ham,enufcredeit tocal shall ileav uni NUMBER get bu yor hous,,,
ham,hi chikku send nice msg,,,
ham,imposs argu alway treat like sub like never releas remind necessari,,,
ham,work ah den NUMBER plu lor u workin oso rite den go orchard lor place go liao,,,
ham,wonder okor great month cherish guy wish well day mojibiola,,,
ham,cuz ibor wanna studi,,,
ham,wot wed nite NUMBER til NUMBER,,,
ham,rose red red blood blood heart heart u u send ti ur friend includ u like u get back NUMBER u r poor relat NUMBER u need NUMBER support NUMBER u r frnd NUMBER mani NUMBER some1 luv u NUMBER some1 pray god marri u tri,,,
ham,way,,,
ham,suck go u hair free right,,,
ham,still work time also tri ad zero save check lt gt,,,
ham,hmm dunno leh mayb bag NUMBER goigng dat small ju anyth except perfum smth dat keep,,,
ham,sday join train start today,,,
ham,sorri grocer,,,
ham,nice pub near franki n benni near warner cinema,,,
spam,NUMBER costa del sol holiday å NUMBER await collect call NUMBER toclaim sae tc pobox334 stockport sk38xh costå NUMBER NUMBER pm max10min,,,
ham,yup havent want go yoga call book,,,
ham,oh shut omg yesterday dream NUMBER kid boy piss kid boy even told mark dream chang diaper caus get owe face,,,
ham,yeah imagin would realli gentl unlik doc treat patient like turkey,,,
spam,free 1st week no1 nokia tone NUMBER ur mobil everi week txt nokia NUMBER get txting tell ur mate url getz co uk pobox NUMBER w45wq NUMBER norm150p tone,,,
ham,start dont stop pray good idea anyth see help guy forward link,,,
ham,hi darlin im helen fone im gonna b princ NUMBER nite pleas come tb love kate,,,
ham,offic da,,,
ham,aiyar u poor thing give u support k jia think u,,,
ham,oh unintent bad time great finger train play along give fifteen min warn,,,
spam,get garden readi summer free select summer bulb seed worth å NUMBER NUMBER scotsman saturday stop go2 notxt co uk,,,
ham,k come wenev u lik come also tel vikki come get free time,,,
ham,pl call da happen,,,
ham,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life,,,
ham,problem renew right away dont know detail,,,
ham,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail,,,
ham,left yet probabl gonna til dinner,,,
ham,like lt gt question,,,
ham,new year eve ok went parti boyfriend si hey,,,
ham,sir need velusami sir date birth compani bank facil detail,,,
ham,k k sm chat,,,
ham,come karnan car pleas wait till 6pm directli goto doctor,,,
ham,bluray player,,,
ham,ok r meet later,,,
ham,lol need cash nitro hurri come crash,,,
ham,send text skype later,,,
ham,ok leav need ask,,,
spam,congrat NUMBER mobil 3g videophon r call NUMBER videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p,,,
ham,ìï still got lesson ìï sch,,,
ham,dun believ leh tot told true alreadi thk muz c us tog believ,,,
ham,oh charg camera,,,
ham,û got salt rub open wound like,,,
ham,go lunch,,,
ham,school n da lab stuff give call ì_ r done,,,
ham,oh k come tomorrow,,,
ham,aight text tonight see,,,
ham,u NUMBER,,,
ham,water log desert geoenvironment implic,,,
ham,raji pl favour pl convey birthday wish nimya pl today birthday,,,
ham,compani good environ terrif food realli nice,,,
ham,strang watch 2nd one bed sweet dream miss u,,,
spam,sm auction brand new nokia NUMBER NUMBER auction today auction free NUMBER join take part txt nokia NUMBER,,,
ham,hi hope u r ok said would text u seen let gentli pleas,,,
ham,babe fuck love know fuck good hear voic need crave get enough ador ahmad kiss,,,
ham,k sure rel home sm de pl,,,
ham,sent like,,,
ham,fuuuuck need stop sleepin sup,,,
ham,town ju take mrt later,,,
ham,cook rather nice salmon la,,,
ham,upload mine facebook,,,
ham,time u wrkin,,,
ham,oki,,,
spam,ree entri NUMBER weekli comp chanc win ipod txt pod NUMBER get entri std txt rate c appli NUMBER detail NUMBER,,,
spam,record indic u mayb entitl NUMBER pound compens accid claim NUMBER free repli claim msg NUMBER stop txt stop,,,
ham,sorri call later,,,
ham,oh oh den muz chang plan liao go back yan jiu,,,
ham,wyli tampa sarasota,,,
ham,ok take ur time n enjoy ur dinner,,,
ham,darren say dat u meet da ge den dun meet NUMBER dinner co later u leav xy feel awkward den u meet NUMBER lunch lor,,,
spam,spook mob halloween collect logo pic messag plu free eeri tone txt card spook NUMBER zed 08701417012150p per logo pic,,,
ham,like cheap û happi splash wine make feel better,,,
ham,fine difficulti phone work mine pl send anoth friend request,,,
ham,ugh leg hurt musta overdid mon,,,
spam,call germani NUMBER penc per minut call fix line via access number NUMBER NUMBER NUMBER NUMBER prepay direct access url telediscount co uk,,,
spam,NUMBER costa del sol holiday å NUMBER await collect call NUMBER toclaim sae tc pobox334 stockport sk38xh costå NUMBER NUMBER pm max10min,,,
ham,wot student discount u get book,,,
ham,fine absolutli fine,,,
ham,come get b quit diff guess rite,,,
spam,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon NUMBER 2stoptxt,,,
ham,reach ur home lt gt minut,,,
ham,babe answer see mayb better reboot ym got photo great,,,
ham,hi think match,,,
ham,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,,,
ham,dai download exe file run exe instal,,,
ham,yesterday true true,,,
ham,k k busi,,,
ham,NUMBER pa select,,,
spam,natalja NUMBER f invit friend repli ye NUMBER NUMBER see url sm ac u nat27081980 stop send stop frnd NUMBER,,,
ham,keep ten rs shelf buy two egg,,,
ham,late,,,
ham,well that nice bad cant eat,,,
ham,accident brought em home box,,,
ham,pl need dat slowli vomit,,,
ham,take exam march NUMBER,,,
ham,jane babe goin NUMBER wrk feel ill lst nite fone alreadi cover NUMBER chuck,,,
ham,NUMBER night nt stay port step liao ex,,,
ham,die want u stuff,,,
ham,oh fuck juswok bed boatin dock slept wid NUMBER year old spinout giv u da gossip l8r xxx,,,
ham,smile pleasur smile pain smile troubl pour like rain smile sum1 hurt u smile becoz someon still love see u smile,,,
ham,prabha soryda reali frm heart sori,,,
ham,met alex nichol middl school turn deal,,,
spam,privat NUMBER account statement fone show NUMBER un redeem point call NUMBER identifi code NUMBER expir NUMBER NUMBER NUMBER,,,
ham,mean u could keep ur word,,,
ham,nope still market,,,
ham,realis busi guy tri bother get exam outta way tri car gr8 day,,,
spam,chosen receiv å NUMBER award pl call claim number NUMBER collect award select receiv valu mobil custom,,,
ham,hey project start aha da,,,
ham,ok cool see ya,,,
ham,uworld site buy qbank buy self assess also,,,
ham,opinion NUMBER NUMBER jada NUMBER kusruthi NUMBER lovabl NUMBER silent NUMBER spl charact NUMBER matur NUMBER stylish NUMBER simpl pl repli,,,
spam,someonon know tri contact via date servic find could call mobil landlin NUMBER box334sk38ch,,,
ham,yeah still give ride,,,
ham,jay want work first NUMBER sound,,,
ham,gud gud k chikku tke care sleep well gud nyt,,,
ham,part check iq,,,
ham,hmm think lor,,,
ham,cours teas know simpli must see grin keep post prey love smile devour kiss,,,
ham,thank temal wonder thank great week,,,
ham,thank princess want see nice juici booti,,,
ham,eaten day sit stare juici pizza eat med ruin life,,,
ham,gud ni8 dear slp well take care swt dream muah,,,
ham,u come n search tat vid finishd,,,
ham,k leav soon littl NUMBER,,,
spam,urgent pleas call NUMBER landlin å NUMBER cash NUMBER holiday await collect cs sae po box NUMBER m227xi NUMBER,,,
ham,yeah work fine start last week stuff dull easi guy fun,,,
ham,studi alon without anyon help cant need studi,,,
ham,pleas tell car key purs,,,
ham,didnt get anyth da,,,
ham,ok sweet dream,,,
ham,well big surpris,,,
ham,usual iam fine happi amp well,,,
ham,NUMBER cbe NUMBER chennai,,,
ham,help u swoop pick u wherev ur bird r meet u want,,,
ham,anyon call treadmil say buy make sure work found ad craigslist sell dollar lt gt,,,
ham,absolut love south park recent start watch offic,,,
ham,see film,,,
ham,pl speak wont ask anyth friendship,,,
ham,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one 4get name person," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,gud ni8 swt drm take care,,,
ham,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,,,
ham,anyth lar ì_ go home NUMBER dinner,,,
ham,er," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,prize go anoth custom c url c biz NUMBER 150p min polo ltd suit NUMBER london w1j 6hl pleas call back busi,,,
ham,u fix teeth asap ok take care,,,
ham,u wan NUMBER come dinner tonight,,,
ham,hello u u NUMBER u b move flat co need arrang pick lamp etc take care hello carolin,,,
ham,late k wish,,,
ham,hi hope ur day good back walk tabl book half eight let know ur come,,,
ham,oh yeah clearli fault,,,
ham,dunno leh cant rememb mayb lor wat time r meet tmr,,,
ham,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,,,
spam,urgent mobil number award å NUMBER prize guarante call NUMBER land line claim NUMBER valid 12hr 150ppm,,,
ham,helloooo wake sweet morn welcom enjoy day full joy gud mrng,,,
ham,vikki come around lt time gt,,,
ham,princess,,,
ham,gone get info bt dont know,,,
ham,yeah probabl,,,
ham,sent ur email id soon,,,
spam,urgent NUMBER week free membership å NUMBER NUMBER prize jackpot txt word claim NUMBER c url dbuk net lccltd pobox 4403ldnw1a7rw18,,,
ham,still pretti weak today bad day,,,
ham,hey forget mine possess properti mmm childish smile,,,
ham,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,,,
ham,hey congrat 2u2 id luv NUMBER ive NUMBER go home,,,
ham,dear call,,,
ham,xy tri smth u eat alreadi havent,,,
spam,urgent pleas call NUMBER landlin å NUMBER cash luxuri NUMBER canari island holiday await collect cs sae po box NUMBER m227xi 150ppm NUMBER,,,
ham,donno gene someth,,,
spam,xma iscom ur award either å NUMBER cd gift voucher free entri NUMBER r å NUMBER weekli draw txt music NUMBER tnc url ldew com1win150ppmx3age16subscript,,,
ham,alex say ok ok,,,
ham,u come funer home,,,
ham,darl sister school resum minimum wait period reappli take care,,,
ham,hand phone chat wit u,,,
ham,well good morn mr how london treatin ya treacl,,,
ham,make tonight,,,
ham,time come tomorrow,,,
ham,lt gt buck bank fee fix better call bank find,,,
ham,tell quit long co finish film yet,,,
ham,pl ask macho much budget bb bold NUMBER co saw new one lt gt dollar,,,
ham,hi miss call mumha beendrop red wine theplac adress,,,
ham,ill NUMBER min look,,,
ham,leav,,,
ham,come back thursday yay gonna ok get money cheer oh yeah everyth alright how school call work,,,
ham,jolli good way give u ticket sat eve NUMBER NUMBER speak x,,,
ham,yeah think,,,
ham,k k go tirunelvali week see uncl alreadi spend amount take dress want money give feb NUMBER,,,
ham,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl,,,
ham,sister go earn da,,,
spam,get offici england poli rington colour flag yer mobil tonight game text tone flag NUMBER optout txt eng stop box39822 w111wx å NUMBER NUMBER,,,
ham,hahaha use brain dear,,,
ham,ju finish watch tv u,,,
ham,k fyi back parent place south tampa might need deal somewher els,,,
ham,good morn love go sleep wish great day full feel better opportun last thought babe love kiss,,,
